file;emitter;name;placa_extraida;placa_confianca;placa_origem;hodometro_extraido;hodometro_confianca;hodometro_origem
51260636381687000108550110000007081004259627.xml;36381687000108;AUTO POSTO FIGUEIRA;RAT8F79;70;RESUMO PAGAMENTO: 1632,16|  - DEPOSITO: R$ 1632,16|ICMS monofasico sobre combustiveis cobrado anteriormente conforme Convenio(s) ICMS 199/2022 Vlr R$ 261,95-Sequencia:425962 -Terminal:CAIXA_06 -Op:ALLAN C:1954 E:1954 -Placa:RAT8F79 -km:479841 -media:27.18 k/l|Trib aprox R$146,89 Fed, R$311,74 Est, R;479841;105;RESUMO PAGAMENTO: 1632,16|  - DEPOSITO: R$ 1632,16|ICMS monofasico sobre combustiveis cobrado anteriormente conforme Convenio(s) ICMS 199/2022 Vlr R$ 261,95-Sequencia:425962 -Terminal:CAIXA_06 -Op:ALLAN C:1954 E:1954 -Placa:RAT8F79 -km:479841 -media:27.18 k/l|Trib aprox R$146,89 Fed, R$311,74 Est, R$0,00 Mun/Fonte IBPT|MP 1340/2026: Subvencao de R$0,32/L ate 31/12/26 sem alteracao no PIS/COFINS
51260636381687000108550110000007721004267671.xml;36381687000108;AUTO POSTO FIGUEIRA;RAI8F79;70;RESUMO PAGAMENTO: 1247,76|  - DEPOSITO: R$ 1247,76|ICMS monofasico sobre combustiveis cobrado anteriormente conforme Convenio(s) ICMS 199/2022 Vlr R$ 200,26-Sequencia:426767 -Terminal:CAIXA_06 -Op:TAIS  URZEDO C:1954 E:1954 -Placa:RAI8F79 -km:4811174|Trib aprox R$112,30 Fed, R$238,32 Est, R$0,00 Mun;4811174;105;RESUMO PAGAMENTO: 1247,76|  - DEPOSITO: R$ 1247,76|ICMS monofasico sobre combustiveis cobrado anteriormente conforme Convenio(s) ICMS 199/2022 Vlr R$ 200,26-Sequencia:426767 -Terminal:CAIXA_06 -Op:TAIS  URZEDO C:1954 E:1954 -Placa:RAI8F79 -km:4811174|Trib aprox R$112,30 Fed, R$238,32 Est, R$0,00 Mun/Fonte IBPT|MP 1340/2026: Subvencao de R$0,32/L ate 31/12/26 sem alteracao no PIS/COFINS
51260637662141000180550010001356311017589923.xml;37662141000180;POSTO VIENA;RAX6E36;98;ICMS monofasico sobre combustiveis cobrado anteriormente conforme Convenio ICMS 126/2024 e/ou 127/2024 | PLACA: RAX6E36 KM: 407429 | nBico: 24 nBomba: 5 nTanque: 912 vEncIni: 1110322.439 vEncFin: 1110443.939 | Tributacao monofasica do ICMS conforme Convenio ICMS 199/2022, alterado pelo Convenio ICMS;407429;105;ICMS monofasico sobre combustiveis cobrado anteriormente conforme Convenio ICMS 126/2024 e/ou 127/2024 | PLACA: RAX6E36 KM: 407429 | nBico: 24 nBomba: 5 nTanque: 912 vEncIni: 1110322.439 vEncFin: 1110443.939 | Tributacao monofasica do ICMS conforme Convenio ICMS 199/2022, alterado pelo Convenio ICMS 113/2025. | Tributos aproximados: R$ 0.00 (0.00%) Federal, R$ 130.50 (16.20%) Estadual, R$ 0.00 (0.
51260637662141000180550010001380601017828599.xml;37662141000180;POSTO VIENA;RAQ5F96;98;"ICMS monof&aacute;sico sobre combust&iacute;veis cobrado anteriormente conforme Convenio ICMS 126/2024 e/ou 127/2024 | PLACA: RAQ5F96 KM: 426432 | nBico: 24 nBomba: 5 nTanque: 912 vEncIni: 1213720.268 vEncFin: 1213926.379 | ICMS monof&aacute;sico sobre combust&iacute;veis cobrado anteriormente confo";426432;105;"ICMS monof&aacute;sico sobre combust&iacute;veis cobrado anteriormente conforme Convenio ICMS 126/2024 e/ou 127/2024 | PLACA: RAQ5F96 KM: 426432 | nBico: 24 nBomba: 5 nTanque: 912 vEncIni: 1213720.268 vEncFin: 1213926.379 | ICMS monof&aacute;sico sobre combust&iacute;veis cobrado anteriormente conforme Conv&ecirc;nio ICMS 199/2022. | Tributos aproximados: R$ 6.16 (0.44%) Federal, R$ 223.20 (15.80%"
51260639446381000172550020000856021760491920.xml;39446381000172;AUTO POSTO GT;RAX6E36;70;"TRIB. APROX.: R$: 249,91 (FED), R$ 530,36 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 92589A;;RAX6E36;410890;Procon/MT Travessa Paes de Oliveira, S/N - ;Centro Cuiaba-MT 78.005-260 Fone 151 ou (65)3613 2100;ICMS monofasico sobre combustiveis cobrado anteriormente conforme Convenio ICMS 199/2022 e/ou ";410890;90;"TRIB. APROX.: R$: 249,91 (FED), R$ 530,36 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 92589A;;RAX6E36;410890;Procon/MT Travessa Paes de Oliveira, S/N - ;Centro Cuiaba-MT 78.005-260 Fone 151 ou (65)3613 2100;ICMS monofasico sobre combustiveis cobrado anteriormente conforme Convenio ICMS 199/2022 e/ou 15/2023: BC 372,26 Vlr.ICMS Mono.: R$ 416,93;"
51260641090635000104550010001460341171249389.xml;41090635000104;POSTO SABIA;RAU3I63;98;"#CF:B05 EI7697841,040 EF7698075,050 V234,010 Trib aprox R$: 0,00 Federal e 259,30 Estadual Fonte: IBPT 5oi7eW PLACA: RAU-3I63 ODOM: 476283 Atendente: 257093-FRANCINEI BRITO DOS SANTOS Placa: RAU3I63 Odometro: 476283 | N:0,, Placa: RAU3I63, Odometro: 476.283,000, Media do Veiculo: 0.000;OBS: - PLACA:";476283;110;"#CF:B05 EI7697841,040 EF7698075,050 V234,010 Trib aprox R$: 0,00 Federal e 259,30 Estadual Fonte: IBPT 5oi7eW PLACA: RAU-3I63 ODOM: 476283 Atendente: 257093-FRANCINEI BRITO DOS SANTOS Placa: RAU3I63 Odometro: 476283 | N:0,, Placa: RAU3I63, Odometro: 476.283,000, Media do Veiculo: 0.000;OBS: - PLACA: RAU3I63; ODOM: 476283KM: 476283 -"
51260650128357000209550050000323581003140319.xml;50128357000209;SAO CRISTOVAO;RAX6E36;98;"PLACA: RAX6E36 KM: 409715 | nBico: 08 nBomba: 4 nTanque: 5 vEncIni: 5383628.148 vEncFin: 5383909.719 | ICMS monof&aacute;sico sobre combust&iacute;veis cobrado anteriormente conforme Conv&ecirc;nio ICMS 199/2022. | Tributos aproximados: R$ 119.44 (5.90%) Federal, R$ 344.16 (17.00%) Estadual, R$ 0.00";409715;105;"PLACA: RAX6E36 KM: 409715 | nBico: 08 nBomba: 4 nTanque: 5 vEncIni: 5383628.148 vEncFin: 5383909.719 | ICMS monof&aacute;sico sobre combust&iacute;veis cobrado anteriormente conforme Conv&ecirc;nio ICMS 199/2022. | Tributos aproximados: R$ 119.44 (5.90%) Federal, R$ 344.16 (17.00%) Estadual, R$ 0.00 (0.00%) Municipal |  - Fonte: IBPT - MT  92589A |  | FORMA DE PAGAMENTO: |       DEPOSITO BANCO BRA"
51260652501367000192550050000443441521216019.xml;52501367000192;COMERCIO DE COMBUSTIVEIS MAE CAROLINA LTDA;RAP8F14;98;"TRIB. APROX.: R$: 12,16 (FED), R$ 27,20 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 92589A;;Formas de PGTO;C. Debito: 160,02 - VISA DEBITO;PLACA: RAP8F14 - KM: 150297 - VEICULO: - ;;Dados para pagamento: BANCO: Sicredi - AG: 0810 - C/C: 52.100-1 - CHAVE PIX CNPJ: 52.501.367/0001-92;Procon/MT - Traves";150297;105;"TRIB. APROX.: R$: 12,16 (FED), R$ 27,20 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 92589A;;Formas de PGTO;C. Debito: 160,02 - VISA DEBITO;PLACA: RAP8F14 - KM: 150297 - VEICULO: - ;;Dados para pagamento: BANCO: Sicredi - AG: 0810 - C/C: 52.100-1 - CHAVE PIX CNPJ: 52.501.367/0001-92;Procon/MT - Travessa Paes de Oliveira, s/n, Centro de Cuiaba/MT CEP:78.005-260 - Fone 65 3613 2100;"
51260652501367000192550050000443641876974398.xml;52501367000192;COMERCIO DE COMBUSTIVEIS MAE CAROLINA LTDA;RAT8F79;98;"TRIB. APROX.: R$: 123,12 (FED), R$ 261,29 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 92589A;;Formas de PGTO;PIX: 1368,00;PLACA: RAT8F79 - KM: 473340 - VEICULO: - ;;Dados para pagamento: BANCO: Sicredi - AG: 0810 - C/C: 52.100-1 - CHAVE PIX CNPJ: 52.501.367/0001-92;Procon/MT - Travessa Paes de Olivei";473340;105;"TRIB. APROX.: R$: 123,12 (FED), R$ 261,29 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 92589A;;Formas de PGTO;PIX: 1368,00;PLACA: RAT8F79 - KM: 473340 - VEICULO: - ;;Dados para pagamento: BANCO: Sicredi - AG: 0810 - C/C: 52.100-1 - CHAVE PIX CNPJ: 52.501.367/0001-92;Procon/MT - Travessa Paes de Oliveira, s/n, Centro de Cuiaba/MT CEP:78.005-260 - Fone 65 3613 2100;ICMS monofasico sobre combustiveis c"
51260652501367000192550050000444021706086699.xml;52501367000192;COMERCIO DE COMBUSTIVEIS MAE CAROLINA LTDA;RAU3I63;98;"TRIB. APROX.: R$: 78,84 (FED), R$ 167,32 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 92589A;;Formas de PGTO;PIX: 876,00;PLACA: RAU3I63 - KM: 470837 - VEICULO: - ;;Dados para pagamento: BANCO: Sicredi - AG: 0810 - C/C: 52.100-1 - CHAVE PIX CNPJ: 52.501.367/0001-92;Procon/MT - Travessa Paes de Oliveira";470837;105;"TRIB. APROX.: R$: 78,84 (FED), R$ 167,32 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 92589A;;Formas de PGTO;PIX: 876,00;PLACA: RAU3I63 - KM: 470837 - VEICULO: - ;;Dados para pagamento: BANCO: Sicredi - AG: 0810 - C/C: 52.100-1 - CHAVE PIX CNPJ: 52.501.367/0001-92;Procon/MT - Travessa Paes de Oliveira, s/n, Centro de Cuiaba/MT CEP:78.005-260 - Fone 65 3613 2100;ICMS monofasico sobre combustiveis cob"
51260652501367000192550050000444131668106377.xml;52501367000192;COMERCIO DE COMBUSTIVEIS MAE CAROLINA LTDA;RAQ5F96;98;"TRIB. APROX.: R$: 280,94 (FED), R$ 459,25 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 92589A;;Formas de PGTO;PIX: 2555,88;PLACA: RAQ5F96 - KM: 421409 - VEICULO: - ;;Dados para pagamento: BANCO: Sicredi - AG: 0810 - C/C: 52.100-1 - CHAVE PIX CNPJ: 52.501.367/0001-92;Procon/MT - Travessa Paes de Olivei";421409;105;"TRIB. APROX.: R$: 280,94 (FED), R$ 459,25 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 92589A;;Formas de PGTO;PIX: 2555,88;PLACA: RAQ5F96 - KM: 421409 - VEICULO: - ;;Dados para pagamento: BANCO: Sicredi - AG: 0810 - C/C: 52.100-1 - CHAVE PIX CNPJ: 52.501.367/0001-92;Procon/MT - Travessa Paes de Oliveira, s/n, Centro de Cuiaba/MT CEP:78.005-260 - Fone 65 3613 2100;ICMS monofasico sobre combustiveis c"
51260652501367000192550050000444161783252773.xml;52501367000192;COMERCIO DE COMBUSTIVEIS MAE CAROLINA LTDA;RAP8F14;98;"TRIB. APROX.: R$: 11,40 (FED), R$ 25,50 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 92589A;;Formas de PGTO;C. Debito: 149,98 - VISA DEBITO;PLACA: RAP8F14 - KM: 150627 - VEICULO: - ;;Dados para pagamento: BANCO: Sicredi - AG: 0810 - C/C: 52.100-1 - CHAVE PIX CNPJ: 52.501.367/0001-92;Procon/MT - Traves";150627;105;"TRIB. APROX.: R$: 11,40 (FED), R$ 25,50 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 92589A;;Formas de PGTO;C. Debito: 149,98 - VISA DEBITO;PLACA: RAP8F14 - KM: 150627 - VEICULO: - ;;Dados para pagamento: BANCO: Sicredi - AG: 0810 - C/C: 52.100-1 - CHAVE PIX CNPJ: 52.501.367/0001-92;Procon/MT - Travessa Paes de Oliveira, s/n, Centro de Cuiaba/MT CEP:78.005-260 - Fone 65 3613 2100;"
51260652501367000192550050000444891128040048.xml;52501367000192;COMERCIO DE COMBUSTIVEIS MAE CAROLINA LTDA;RAV3I63;98;"TRIB. APROX.: R$: 65,70 (FED), R$ 139,43 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 92589A;;Formas de PGTO;PIX: 730,00;PLACA: RAV3I63 - KM: 471345 - VEICULO: - ;;Dados para pagamento: BANCO: Sicredi - AG: 0810 - C/C: 52.100-1 - CHAVE PIX CNPJ: 52.501.367/0001-92;Procon/MT - Travessa Paes de Oliveira";471345;105;"TRIB. APROX.: R$: 65,70 (FED), R$ 139,43 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 92589A;;Formas de PGTO;PIX: 730,00;PLACA: RAV3I63 - KM: 471345 - VEICULO: - ;;Dados para pagamento: BANCO: Sicredi - AG: 0810 - C/C: 52.100-1 - CHAVE PIX CNPJ: 52.501.367/0001-92;Procon/MT - Travessa Paes de Oliveira, s/n, Centro de Cuiaba/MT CEP:78.005-260 - Fone 65 3613 2100;ICMS monofasico sobre combustiveis cob"
51260652501367000192550050000447051568839067.xml;52501367000192;COMERCIO DE COMBUSTIVEIS MAE CAROLINA LTDA;RAP8F14;98;"TRIB. APROX.: R$: 7,60 (FED), R$ 17,00 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 92589A;;Formas de PGTO;C. Debito: 100,00 - VISA DEBITO;PLACA: RAP8F14 - KM: 150880 - VEICULO: - ;;Dados para pagamento: BANCO: Sicredi - AG: 0810 - C/C: 52.100-1 - CHAVE PIX CNPJ: 52.501.367/0001-92;Procon/MT - Travess";150880;105;"TRIB. APROX.: R$: 7,60 (FED), R$ 17,00 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 92589A;;Formas de PGTO;C. Debito: 100,00 - VISA DEBITO;PLACA: RAP8F14 - KM: 150880 - VEICULO: - ;;Dados para pagamento: BANCO: Sicredi - AG: 0810 - C/C: 52.100-1 - CHAVE PIX CNPJ: 52.501.367/0001-92;Procon/MT - Travessa Paes de Oliveira, s/n, Centro de Cuiaba/MT CEP:78.005-260 - Fone 65 3613 2100;"
51260652501367000192550050000449161541687694.xml;52501367000192;COMERCIO DE COMBUSTIVEIS MAE CAROLINA LTDA;RAP8F14;98;"TRIB. APROX.: R$: 11,40 (FED), R$ 25,50 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 92589A;;Formas de PGTO;C. Debito: 150,00 - VISA DEBITO;PLACA: RAP8F14 - KM: 151231 - VEICULO: - ;;Dados para pagamento: BANCO: Sicredi - AG: 0810 - C/C: 52.100-1 - CHAVE PIX CNPJ: 52.501.367/0001-92;Procon/MT - Traves";151231;105;"TRIB. APROX.: R$: 11,40 (FED), R$ 25,50 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 92589A;;Formas de PGTO;C. Debito: 150,00 - VISA DEBITO;PLACA: RAP8F14 - KM: 151231 - VEICULO: - ;;Dados para pagamento: BANCO: Sicredi - AG: 0810 - C/C: 52.100-1 - CHAVE PIX CNPJ: 52.501.367/0001-92;Procon/MT - Travessa Paes de Oliveira, s/n, Centro de Cuiaba/MT CEP:78.005-260 - Fone 65 3613 2100;"
51260652501367000192550050000451501745092551.xml;52501367000192;COMERCIO DE COMBUSTIVEIS MAE CAROLINA LTDA;RAQ5F96;98;"TRIB. APROX.: R$: 63,06 (FED), R$ 122,91 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 92589A;;Formas de PGTO;PIX: 678,63;PLACA: RAQ5F96 - KM: 425024 - VEICULO: - ADRIANO;;Dados para pagamento: BANCO: Sicredi - AG: 0810 - C/C: 52.100-1 - CHAVE PIX CNPJ: 52.501.367/0001-92;Procon/MT - Travessa Paes de O";425024;105;"TRIB. APROX.: R$: 63,06 (FED), R$ 122,91 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 92589A;;Formas de PGTO;PIX: 678,63;PLACA: RAQ5F96 - KM: 425024 - VEICULO: - ADRIANO;;Dados para pagamento: BANCO: Sicredi - AG: 0810 - C/C: 52.100-1 - CHAVE PIX CNPJ: 52.501.367/0001-92;Procon/MT - Travessa Paes de Oliveira, s/n, Centro de Cuiaba/MT CEP:78.005-260 - Fone 65 3613 2100;ICMS monofasico sobre combustiv"
51260652501367000192550050000451531876251809.xml;52501367000192;COMERCIO DE COMBUSTIVEIS MAE CAROLINA LTDA;RATF79;75;"TRIB. APROX.: R$: 32,40 (FED), R$ 68,76 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 92589A;;Formas de PGTO;PIX: 360,00;PLACA: RATF79 - KM: 476676 - VEICULO: - ;;Dados para pagamento: BANCO: Sicredi - AG: 0810 - C/C: 52.100-1 - CHAVE PIX CNPJ: 52.501.367/0001-92;Procon/MT - Travessa Paes de Oliveira, ";476676;105;"TRIB. APROX.: R$: 32,40 (FED), R$ 68,76 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 92589A;;Formas de PGTO;PIX: 360,00;PLACA: RATF79 - KM: 476676 - VEICULO: - ;;Dados para pagamento: BANCO: Sicredi - AG: 0810 - C/C: 52.100-1 - CHAVE PIX CNPJ: 52.501.367/0001-92;Procon/MT - Travessa Paes de Oliveira, s/n, Centro de Cuiaba/MT CEP:78.005-260 - Fone 65 3613 2100;ICMS monofasico sobre combustiveis cobra"
51260652501367000192550050000453521500751256.xml;52501367000192;COMERCIO DE COMBUSTIVEIS MAE CAROLINA LTDA;RAP8F14;98;"TRIB. APROX.: R$: 15,04 (FED), R$ 33,65 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 92589A;;Formas de PGTO;C. Debito: 197,95 - VISA DEBITO;PLACA: RAP8F14 - KM: 151546 - VEICULO: - ;;Dados para pagamento: BANCO: Sicredi - AG: 0810 - C/C: 52.100-1 - CHAVE PIX CNPJ: 52.501.367/0001-92;Procon/MT - Traves";151546;105;"TRIB. APROX.: R$: 15,04 (FED), R$ 33,65 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 92589A;;Formas de PGTO;C. Debito: 197,95 - VISA DEBITO;PLACA: RAP8F14 - KM: 151546 - VEICULO: - ;;Dados para pagamento: BANCO: Sicredi - AG: 0810 - C/C: 52.100-1 - CHAVE PIX CNPJ: 52.501.367/0001-92;Procon/MT - Travessa Paes de Oliveira, s/n, Centro de Cuiaba/MT CEP:78.005-260 - Fone 65 3613 2100;"
51260652501367000192550050000454311396666990.xml;52501367000192;COMERCIO DE COMBUSTIVEIS MAE CAROLINA LTDA;RAP8F14;98;"TRIB. APROX.: R$: 2,28 (FED), R$ 5,10 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 92589A;;Formas de PGTO;C. Debito: 30,00 - VISA DEBITO;PLACA: RAP8F14 - KM: 151810 - VEICULO: - ;;Dados para pagamento: BANCO: Sicredi - AG: 0810 - C/C: 52.100-1 - CHAVE PIX CNPJ: 52.501.367/0001-92;Procon/MT - Travessa ";151810;105;"TRIB. APROX.: R$: 2,28 (FED), R$ 5,10 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 92589A;;Formas de PGTO;C. Debito: 30,00 - VISA DEBITO;PLACA: RAP8F14 - KM: 151810 - VEICULO: - ;;Dados para pagamento: BANCO: Sicredi - AG: 0810 - C/C: 52.100-1 - CHAVE PIX CNPJ: 52.501.367/0001-92;Procon/MT - Travessa Paes de Oliveira, s/n, Centro de Cuiaba/MT CEP:78.005-260 - Fone 65 3613 2100;"
51260652501367000192550050000455361116117985.xml;52501367000192;COMERCIO DE COMBUSTIVEIS MAE CAROLINA LTDA;RAP8F14;98;"TRIB. APROX.: R$: 11,40 (FED), R$ 25,50 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 92589A;;Formas de PGTO;C. Debito: 150,00 - VISA DEBITO;PLACA: RAP8F14 - KM: 152042 - VEICULO: - ;;Dados para pagamento: BANCO: Sicredi - AG: 0810 - C/C: 52.100-1 - CHAVE PIX CNPJ: 52.501.367/0001-92;Procon/MT - Traves";152042;105;"TRIB. APROX.: R$: 11,40 (FED), R$ 25,50 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 92589A;;Formas de PGTO;C. Debito: 150,00 - VISA DEBITO;PLACA: RAP8F14 - KM: 152042 - VEICULO: - ;;Dados para pagamento: BANCO: Sicredi - AG: 0810 - C/C: 52.100-1 - CHAVE PIX CNPJ: 52.501.367/0001-92;Procon/MT - Travessa Paes de Oliveira, s/n, Centro de Cuiaba/MT CEP:78.005-260 - Fone 65 3613 2100;"
51260652501367000192550050000455731760429940.xml;52501367000192;COMERCIO DE COMBUSTIVEIS MAE CAROLINA LTDA;RAQ5F96;98;"TRIB. APROX.: R$: 126,71 (FED), R$ 256,56 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 92589A;;Formas de PGTO;PIX: 1383,07;PLACA: RAQ5F96 - KM: 428026 - VEICULO: - ADRIANO;;Dados para pagamento: BANCO: Sicredi - AG: 0810 - C/C: 52.100-1 - CHAVE PIX CNPJ: 52.501.367/0001-92;Procon/MT - Travessa Paes de";428026;105;"TRIB. APROX.: R$: 126,71 (FED), R$ 256,56 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 92589A;;Formas de PGTO;PIX: 1383,07;PLACA: RAQ5F96 - KM: 428026 - VEICULO: - ADRIANO;;Dados para pagamento: BANCO: Sicredi - AG: 0810 - C/C: 52.100-1 - CHAVE PIX CNPJ: 52.501.367/0001-92;Procon/MT - Travessa Paes de Oliveira, s/n, Centro de Cuiaba/MT CEP:78.005-260 - Fone 65 3613 2100;ICMS monofasico sobre combust"
51260652501367000192550050000455831835699261.xml;52501367000192;COMERCIO DE COMBUSTIVEIS MAE CAROLINA LTDA;RAT8F79;98;"TRIB. APROX.: R$: 46,35 (FED), R$ 98,37 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 92589A;;Formas de PGTO;PIX: 515,02;PLACA: RAT8F79 - KM: 478778 - VEICULO: - ;;Dados para pagamento: BANCO: Sicredi - AG: 0810 - C/C: 52.100-1 - CHAVE PIX CNPJ: 52.501.367/0001-92;Procon/MT - Travessa Paes de Oliveira,";478778;105;"TRIB. APROX.: R$: 46,35 (FED), R$ 98,37 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 92589A;;Formas de PGTO;PIX: 515,02;PLACA: RAT8F79 - KM: 478778 - VEICULO: - ;;Dados para pagamento: BANCO: Sicredi - AG: 0810 - C/C: 52.100-1 - CHAVE PIX CNPJ: 52.501.367/0001-92;Procon/MT - Travessa Paes de Oliveira, s/n, Centro de Cuiaba/MT CEP:78.005-260 - Fone 65 3613 2100;ICMS monofasico sobre combustiveis cobr"
51260652501367000192550050000455851541908038.xml;52501367000192;COMERCIO DE COMBUSTIVEIS MAE CAROLINA LTDA;RAX6E36;98;"TRIB. APROX.: R$: 161,37 (FED), R$ 342,47 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 92589A;;Formas de PGTO;PIX: 1793,02;PLACA: RAX6E36 - KM: 411665 - VEICULO: - ;;Dados para pagamento: BANCO: Sicredi - AG: 0810 - C/C: 52.100-1 - CHAVE PIX CNPJ: 52.501.367/0001-92;Procon/MT - Travessa Paes de Olivei";411665;105;"TRIB. APROX.: R$: 161,37 (FED), R$ 342,47 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 92589A;;Formas de PGTO;PIX: 1793,02;PLACA: RAX6E36 - KM: 411665 - VEICULO: - ;;Dados para pagamento: BANCO: Sicredi - AG: 0810 - C/C: 52.100-1 - CHAVE PIX CNPJ: 52.501.367/0001-92;Procon/MT - Travessa Paes de Oliveira, s/n, Centro de Cuiaba/MT CEP:78.005-260 - Fone 65 3613 2100;ICMS monofasico sobre combustiveis c"
51260652501367000192550050000457671354820621.xml;52501367000192;COMERCIO DE COMBUSTIVEIS MAE CAROLINA LTDA;RAQ5F96;98;"TRIB. APROX.: R$: 76,23 (FED), R$ 144,34 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 92589A;;Formas de PGTO;PIX: 811,87;PLACA: RAQ5F96 - KM: 428672 - VEICULO: - ;;Dados para pagamento: BANCO: Sicredi - AG: 0810 - C/C: 52.100-1 - CHAVE PIX CNPJ: 52.501.367/0001-92;Procon/MT - Travessa Paes de Oliveira";428672;105;"TRIB. APROX.: R$: 76,23 (FED), R$ 144,34 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 92589A;;Formas de PGTO;PIX: 811,87;PLACA: RAQ5F96 - KM: 428672 - VEICULO: - ;;Dados para pagamento: BANCO: Sicredi - AG: 0810 - C/C: 52.100-1 - CHAVE PIX CNPJ: 52.501.367/0001-92;Procon/MT - Travessa Paes de Oliveira, s/n, Centro de Cuiaba/MT CEP:78.005-260 - Fone 65 3613 2100;ICMS monofasico sobre combustiveis cob"
51260652501367000192550050000457721301434719.xml;52501367000192;COMERCIO DE COMBUSTIVEIS MAE CAROLINA LTDA;RAT8F79;98;"TRIB. APROX.: R$: 99,90 (FED), R$ 212,01 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 92589A;;Formas de PGTO;PIX: 1110,00;PLACA: RAT8F79 - KM: 480304 - VEICULO: - ;;Dados para pagamento: BANCO: Sicredi - AG: 0810 - C/C: 52.100-1 - CHAVE PIX CNPJ: 52.501.367/0001-92;Procon/MT - Travessa Paes de Oliveir";480304;105;"TRIB. APROX.: R$: 99,90 (FED), R$ 212,01 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 92589A;;Formas de PGTO;PIX: 1110,00;PLACA: RAT8F79 - KM: 480304 - VEICULO: - ;;Dados para pagamento: BANCO: Sicredi - AG: 0810 - C/C: 52.100-1 - CHAVE PIX CNPJ: 52.501.367/0001-92;Procon/MT - Travessa Paes de Oliveira, s/n, Centro de Cuiaba/MT CEP:78.005-260 - Fone 65 3613 2100;ICMS monofasico sobre combustiveis co"
51260652501367000192550050000459631396910396.xml;52501367000192;COMERCIO DE COMBUSTIVEIS MAE CAROLINA LTDA;RAP8F14;98;"TRIB. APROX.: R$: 15,20 (FED), R$ 34,00 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 92589A;;Formas de PGTO;C. Debito: 200,00 - VISA DEBITO;PLACA: RAP8F14 - KM: 152413 - VEICULO: - ;;Dados para pagamento: BANCO: Sicredi - AG: 0810 - C/C: 52.100-1 - CHAVE PIX CNPJ: 52.501.367/0001-92;Procon/MT - Traves";152413;105;"TRIB. APROX.: R$: 15,20 (FED), R$ 34,00 (EST), R$ 0,00 (MUN) - Fonte: IBPT/empre - 92589A;;Formas de PGTO;C. Debito: 200,00 - VISA DEBITO;PLACA: RAP8F14 - KM: 152413 - VEICULO: - ;;Dados para pagamento: BANCO: Sicredi - AG: 0810 - C/C: 52.100-1 - CHAVE PIX CNPJ: 52.501.367/0001-92;Procon/MT - Travessa Paes de Oliveira, s/n, Centro de Cuiaba/MT CEP:78.005-260 - Fone 65 3613 2100;"
